"","ID","Date","PolicyType","PolicyValue","PolicyFlag","PolicyNotes","PolicySource"
"1463987","IT",2020-01-30,"H7",0,NA,NA,"OxCGRT"
"1463988","IT",2020-01-30,"I1",5.77,NA,NA,"OxCGRT"
"1463989","IT",2020-01-30,"I1D",5.77,NA,NA,"OxCGRT"
"1463990","IT",2020-01-30,"I2",0,NA,NA,"OxCGRT"
"1463991","IT",2020-01-30,"I2D",0,NA,NA,"OxCGRT"
"1463992","IT",2020-01-30,"I3",5,NA,NA,"OxCGRT"
"1463993","IT",2020-01-30,"I3D",5,NA,NA,"OxCGRT"
"1463994","IT",2020-01-30,"I4",8.33,NA,NA,"OxCGRT"
"1463995","IT",2020-01-30,"I4D",8.33,NA,NA,"OxCGRT"
"1463996","IT",2020-01-30,"I4L",10.71,NA,NA,"OxCGRT"
"1463997","IT",2020-01-30,"I4LD",10.71,NA,NA,"OxCGRT"
"1463998","IT",2020-01-30,"IC",0,NA,NA,"OxCGRT"
"1463999","IT",2020-01-30,"ID",0,NA,NA,"OxCGRT"
"1464000","IT",2020-01-30,"M1",NA,NA,NA,"OxCGRT"
"1464001","IT",2020-01-31,"C1",0,NA,NA,"OxCGRT"
"1464002","IT",2020-01-31,"C2",0,NA,NA,"OxCGRT"
"1464003","IT",2020-01-31,"C3",0,NA,NA,"OxCGRT"
"1464004","IT",2020-01-31,"C4",0,NA,NA,"OxCGRT"
"1464005","IT",2020-01-31,"C5",0,NA,NA,"OxCGRT"
"1464006","IT",2020-01-31,"C6",0,NA,NA,"OxCGRT"
"1464007","IT",2020-01-31,"C7",0,NA,NA,"OxCGRT"
"1464008","IT",2020-01-31,"C8",3,NA,NA,"OxCGRT"
"1464009","IT",2020-01-31,"E1",0,NA,NA,"OxCGRT"
"1464010","IT",2020-01-31,"E2",0,NA,NA,"OxCGRT"
"1464011","IT",2020-01-31,"E3",0,NA,NA,"OxCGRT"
"1464012","IT",2020-01-31,"E4",0,NA,NA,"OxCGRT"
"1464013","IT",2020-01-31,"H1",2,TRUE,"""Dichiarazione dello stato di emergenza in conseguenza del rischio sanitario connesso all'insorgenza di patologie derivanti da agenti virali trasmissibili."" https://www.gazzettaufficiale.it/atto/serie_generale/caricaDettaglioAtto/originario;jsessionid=m-TCzlLUKBrw2D8F4H4Xlg__.ntc-as1-guri2a?atto.dataPubblicazioneGazzetta=2020-02-01&atto.codiceRedazionale=20A00737&elenco30giorni=false","OxCGRT"
"1464014","IT",2020-01-31,"H2",1,NA,"First two ppl test positive in Italy, both Chinese tourists - were symptomatic and met deemed eligible for testing hence indicating the country had commenced testing symptomatic and eligible patients. https://www.corriere.it/cronache/20_gennaio_30/coronavirus-italia-corona-9d6dc436-4343-11ea-bdc8-faf1f56f19b7.shtml","OxCGRT"
"1464015","IT",2020-01-31,"H3",2,NA,"Reports about the first 2 tourists to test positive in Rome describe a comprehensive attempt at contact tracing and isolation. ""Health surveillance has already been activated - explain from the Lazio Region -, at the moment people are all asymptomatic and do not cause concern"" -   https://web.archive.org/save/https://www.corriere.it/cronache/20_gennaio_31/virus-primi-due-casi-italia-due-cinesi-marito-moglie-italia-dieci-giorni-e365df1c-43b3-11ea-bdc8-faf1f56f19b7.shtml","OxCGRT"
"1464016","IT",2020-01-31,"H4",0,NA,NA,"OxCGRT"
"1464017","IT",2020-01-31,"H5",0,NA,NA,"OxCGRT"
"1464018","IT",2020-01-31,"H6",0,NA,NA,"OxCGRT"
"1464019","IT",2020-01-31,"H7",0,NA,NA,"OxCGRT"
"1464020","IT",2020-01-31,"I1",23.72,NA,NA,"OxCGRT"
"1464021","IT",2020-01-31,"I1D",23.72,NA,NA,"OxCGRT"
"1464022","IT",2020-01-31,"I2",0,NA,NA,"OxCGRT"
"1464023","IT",2020-01-31,"I2D",0,NA,NA,"OxCGRT"
"1464024","IT",2020-01-31,"I3",20.56,NA,NA,"OxCGRT"
"1464025","IT",2020-01-31,"I3D",20.56,NA,NA,"OxCGRT"
"1464026","IT",2020-01-31,"I4",19.44,NA,NA,"OxCGRT"
"1464027","IT",2020-01-31,"I4D",19.44,NA,NA,"OxCGRT"
"1464028","IT",2020-01-31,"I4L",25,NA,NA,"OxCGRT"
"1464029","IT",2020-01-31,"I4LD",25,NA,NA,"OxCGRT"
"1464030","IT",2020-01-31,"IC",2,NA,NA,"OxCGRT"
"1464031","IT",2020-01-31,"ID",0,NA,NA,"OxCGRT"
"1464032","IT",2020-01-31,"M1",NA,NA,NA,"OxCGRT"
"1464033","IT",2020-02-01,"C1",0,NA,NA,"OxCGRT"
"1464034","IT",2020-02-01,"C2",0,NA,NA,"OxCGRT"
"1464035","IT",2020-02-01,"C3",0,NA,NA,"OxCGRT"
"1464036","IT",2020-02-01,"C4",0,NA,NA,"OxCGRT"
"1464037","IT",2020-02-01,"C5",0,NA,NA,"OxCGRT"
"1464038","IT",2020-02-01,"C6",0,NA,NA,"OxCGRT"
"1464039","IT",2020-02-01,"C7",0,NA,NA,"OxCGRT"
"1464040","IT",2020-02-01,"C8",3,NA,NA,"OxCGRT"
"1464041","IT",2020-02-01,"E1",0,NA,NA,"OxCGRT"
"1464042","IT",2020-02-01,"E2",0,NA,NA,"OxCGRT"
"1464043","IT",2020-02-01,"E3",0,NA,NA,"OxCGRT"
"1464044","IT",2020-02-01,"E4",0,NA,NA,"OxCGRT"
"1464045","IT",2020-02-01,"H1",2,TRUE,NA,"OxCGRT"
"1464046","IT",2020-02-01,"H2",1,NA,NA,"OxCGRT"
"1464047","IT",2020-02-01,"H3",2,NA,NA,"OxCGRT"
"1464048","IT",2020-02-01,"H4",0,NA,NA,"OxCGRT"
"1464049","IT",2020-02-01,"H5",0,NA,NA,"OxCGRT"
"1464050","IT",2020-02-01,"H6",0,NA,NA,"OxCGRT"
"1464051","IT",2020-02-01,"H7",0,NA,NA,"OxCGRT"
"1464052","IT",2020-02-01,"I1",23.72,NA,NA,"OxCGRT"
"1464053","IT",2020-02-01,"I1D",23.72,NA,NA,"OxCGRT"
"1464054","IT",2020-02-01,"I2",0,NA,NA,"OxCGRT"
"1464055","IT",2020-02-01,"I2D",0,NA,NA,"OxCGRT"
"1464056","IT",2020-02-01,"I3",20.56,NA,NA,"OxCGRT"
"1464057","IT",2020-02-01,"I3D",20.56,NA,NA,"OxCGRT"
"1464058","IT",2020-02-01,"I4",19.44,NA,NA,"OxCGRT"
"1464059","IT",2020-02-01,"I4D",19.44,NA,NA,"OxCGRT"
"1464060","IT",2020-02-01,"I4L",25,NA,NA,"OxCGRT"
"1464061","IT",2020-02-01,"I4LD",25,NA,NA,"OxCGRT"
"1464062","IT",2020-02-01,"IC",2,NA,NA,"OxCGRT"
"1464063","IT",2020-02-01,"ID",0,NA,NA,"OxCGRT"
"1464064","IT",2020-02-01,"M1",NA,NA,NA,"OxCGRT"
"1464065","IT",2020-02-02,"C1",0,NA,NA,"OxCGRT"
"1464066","IT",2020-02-02,"C2",0,NA,NA,"OxCGRT"
"1464067","IT",2020-02-02,"C3",0,NA,NA,"OxCGRT"
"1464068","IT",2020-02-02,"C4",0,NA,NA,"OxCGRT"
"1464069","IT",2020-02-02,"C5",0,NA,NA,"OxCGRT"
"1464070","IT",2020-02-02,"C6",0,NA,NA,"OxCGRT"
"1464071","IT",2020-02-02,"C7",0,NA,NA,"OxCGRT"
"1464072","IT",2020-02-02,"C8",3,NA,NA,"OxCGRT"
"1464073","IT",2020-02-02,"E1",0,NA,NA,"OxCGRT"
"1464074","IT",2020-02-02,"E2",0,NA,NA,"OxCGRT"
"1464075","IT",2020-02-02,"E3",0,NA,NA,"OxCGRT"
"1464076","IT",2020-02-02,"E4",0,NA,NA,"OxCGRT"
"1464077","IT",2020-02-02,"H1",2,TRUE,NA,"OxCGRT"
"1464078","IT",2020-02-02,"H2",1,NA,NA,"OxCGRT"
"1464079","IT",2020-02-02,"H3",2,NA,NA,"OxCGRT"
"1464080","IT",2020-02-02,"H4",0,NA,NA,"OxCGRT"
"1464081","IT",2020-02-02,"H5",0,NA,NA,"OxCGRT"
"1464082","IT",2020-02-02,"H6",0,NA,NA,"OxCGRT"
"1464083","IT",2020-02-02,"H7",0,NA,NA,"OxCGRT"
"1464084","IT",2020-02-02,"I1",23.72,NA,NA,"OxCGRT"
"1464085","IT",2020-02-02,"I1D",23.72,NA,NA,"OxCGRT"
"1464086","IT",2020-02-02,"I2",0,NA,NA,"OxCGRT"
"1464087","IT",2020-02-02,"I2D",0,NA,NA,"OxCGRT"
"1464088","IT",2020-02-02,"I3",20.56,NA,NA,"OxCGRT"
"1464089","IT",2020-02-02,"I3D",20.56,NA,NA,"OxCGRT"
"1464090","IT",2020-02-02,"I4",19.44,NA,NA,"OxCGRT"
"1464091","IT",2020-02-02,"I4D",19.44,NA,NA,"OxCGRT"
"1464092","IT",2020-02-02,"I4L",25,NA,NA,"OxCGRT"
"1464093","IT",2020-02-02,"I4LD",25,NA,NA,"OxCGRT"
"1464094","IT",2020-02-02,"IC",2,NA,NA,"OxCGRT"
"1464095","IT",2020-02-02,"ID",0,NA,NA,"OxCGRT"
"1464096","IT",2020-02-02,"M1",NA,NA,NA,"OxCGRT"
"1464097","IT",2020-02-03,"C1",0,NA,NA,"OxCGRT"
"1464098","IT",2020-02-03,"C2",0,NA,NA,"OxCGRT"
"1464099","IT",2020-02-03,"C3",0,NA,NA,"OxCGRT"
"1464100","IT",2020-02-03,"C4",0,NA,NA,"OxCGRT"
"1464101","IT",2020-02-03,"C5",0,NA,NA,"OxCGRT"
"1464102","IT",2020-02-03,"C6",0,NA,NA,"OxCGRT"
"1464103","IT",2020-02-03,"C7",0,NA,NA,"OxCGRT"
"1464104","IT",2020-02-03,"C8",3,NA,NA,"OxCGRT"
"1464105","IT",2020-02-03,"E1",0,NA,NA,"OxCGRT"
"1464106","IT",2020-02-03,"E2",0,NA,NA,"OxCGRT"
"1464107","IT",2020-02-03,"E3",0,NA,NA,"OxCGRT"
"1464108","IT",2020-02-03,"E4",0,NA,NA,"OxCGRT"
"1464109","IT",2020-02-03,"H1",2,TRUE,NA,"OxCGRT"
"1464110","IT",2020-02-03,"H2",1,NA,NA,"OxCGRT"
"1464111","IT",2020-02-03,"H3",2,NA,NA,"OxCGRT"
"1464112","IT",2020-02-03,"H4",0,NA,NA,"OxCGRT"
"1464113","IT",2020-02-03,"H5",0,NA,NA,"OxCGRT"
"1464114","IT",2020-02-03,"H6",0,NA,NA,"OxCGRT"
"1464115","IT",2020-02-03,"H7",0,NA,NA,"OxCGRT"
"1464116","IT",2020-02-03,"I1",23.72,NA,NA,"OxCGRT"
"1464117","IT",2020-02-03,"I1D",23.72,NA,NA,"OxCGRT"
"1464118","IT",2020-02-03,"I2",0,NA,NA,"OxCGRT"
"1464119","IT",2020-02-03,"I2D",0,NA,NA,"OxCGRT"
"1464120","IT",2020-02-03,"I3",20.56,NA,NA,"OxCGRT"
"1464121","IT",2020-02-03,"I3D",20.56,NA,NA,"OxCGRT"
"1464122","IT",2020-02-03,"I4",19.44,NA,NA,"OxCGRT"
"1464123","IT",2020-02-03,"I4D",19.44,NA,NA,"OxCGRT"
"1464124","IT",2020-02-03,"I4L",25,NA,NA,"OxCGRT"
"1464125","IT",2020-02-03,"I4LD",25,NA,NA,"OxCGRT"
"1464126","IT",2020-02-03,"IC",2,NA,NA,"OxCGRT"
"1464127","IT",2020-02-03,"ID",0,NA,NA,"OxCGRT"
"1464128","IT",2020-02-03,"M1",NA,NA,NA,"OxCGRT"
"1464129","IT",2020-02-04,"C1",0,NA,NA,"OxCGRT"
"1464130","IT",2020-02-04,"C2",0,NA,NA,"OxCGRT"
"1464131","IT",2020-02-04,"C3",0,NA,NA,"OxCGRT"
"1464132","IT",2020-02-04,"C4",0,NA,NA,"OxCGRT"
"1464133","IT",2020-02-04,"C5",0,NA,NA,"OxCGRT"
"1464134","IT",2020-02-04,"C6",0,NA,NA,"OxCGRT"
"1464135","IT",2020-02-04,"C7",0,NA,NA,"OxCGRT"
"1464136","IT",2020-02-04,"C8",3,NA,NA,"OxCGRT"
"1464137","IT",2020-02-04,"E1",0,NA,NA,"OxCGRT"
"1464138","IT",2020-02-04,"E2",0,NA,NA,"OxCGRT"
"1464139","IT",2020-02-04,"E3",0,NA,NA,"OxCGRT"
"1464140","IT",2020-02-04,"E4",0,NA,NA,"OxCGRT"
"1464141","IT",2020-02-04,"H1",2,TRUE,NA,"OxCGRT"
"1464142","IT",2020-02-04,"H2",1,NA,NA,"OxCGRT"
"1464143","IT",2020-02-04,"H3",2,NA,NA,"OxCGRT"
"1464144","IT",2020-02-04,"H4",0,NA,NA,"OxCGRT"
"1464145","IT",2020-02-04,"H5",0,NA,NA,"OxCGRT"
"1464146","IT",2020-02-04,"H6",0,NA,NA,"OxCGRT"
"1464147","IT",2020-02-04,"H7",0,NA,NA,"OxCGRT"
"1464148","IT",2020-02-04,"I1",23.72,NA,NA,"OxCGRT"
"1464149","IT",2020-02-04,"I1D",23.72,NA,NA,"OxCGRT"
"1464150","IT",2020-02-04,"I2",0,NA,NA,"OxCGRT"
"1464151","IT",2020-02-04,"I2D",0,NA,NA,"OxCGRT"
"1464152","IT",2020-02-04,"I3",20.56,NA,NA,"OxCGRT"
"1464153","IT",2020-02-04,"I3D",20.56,NA,NA,"OxCGRT"
"1464154","IT",2020-02-04,"I4",19.44,NA,NA,"OxCGRT"
"1464155","IT",2020-02-04,"I4D",19.44,NA,NA,"OxCGRT"
"1464156","IT",2020-02-04,"I4L",25,NA,NA,"OxCGRT"
"1464157","IT",2020-02-04,"I4LD",25,NA,NA,"OxCGRT"
"1464158","IT",2020-02-04,"IC",2,NA,NA,"OxCGRT"
"1464159","IT",2020-02-04,"ID",0,NA,NA,"OxCGRT"
"1464160","IT",2020-02-04,"M1",NA,NA,NA,"OxCGRT"
"1464161","IT",2020-02-05,"C1",0,NA,NA,"OxCGRT"
"1464162","IT",2020-02-05,"C2",0,NA,NA,"OxCGRT"
"1464163","IT",2020-02-05,"C3",0,NA,NA,"OxCGRT"
"1464164","IT",2020-02-05,"C4",0,NA,NA,"OxCGRT"
"1464165","IT",2020-02-05,"C5",0,NA,NA,"OxCGRT"
"1464166","IT",2020-02-05,"C6",0,NA,NA,"OxCGRT"
"1464167","IT",2020-02-05,"C7",0,NA,NA,"OxCGRT"
"1464168","IT",2020-02-05,"C8",3,NA,NA,"OxCGRT"
"1464169","IT",2020-02-05,"E1",0,NA,NA,"OxCGRT"
"1464170","IT",2020-02-05,"E2",0,NA,NA,"OxCGRT"
"1464171","IT",2020-02-05,"E3",0,NA,NA,"OxCGRT"
"1464172","IT",2020-02-05,"E4",0,NA,NA,"OxCGRT"
"1464173","IT",2020-02-05,"H1",2,TRUE,NA,"OxCGRT"
"1464174","IT",2020-02-05,"H2",1,NA,NA,"OxCGRT"
"1464175","IT",2020-02-05,"H3",2,NA,NA,"OxCGRT"
"1464176","IT",2020-02-05,"H4",0,NA,NA,"OxCGRT"
"1464177","IT",2020-02-05,"H5",0,NA,NA,"OxCGRT"
"1464178","IT",2020-02-05,"H6",0,NA,NA,"OxCGRT"
"1464179","IT",2020-02-05,"H7",0,NA,NA,"OxCGRT"
"1464180","IT",2020-02-05,"I1",23.72,NA,NA,"OxCGRT"
"1464181","IT",2020-02-05,"I1D",23.72,NA,NA,"OxCGRT"
"1464182","IT",2020-02-05,"I2",0,NA,NA,"OxCGRT"
"1464183","IT",2020-02-05,"I2D",0,NA,NA,"OxCGRT"
"1464184","IT",2020-02-05,"I3",20.56,NA,NA,"OxCGRT"
"1464185","IT",2020-02-05,"I3D",20.56,NA,NA,"OxCGRT"
"1464186","IT",2020-02-05,"I4",19.44,NA,NA,"OxCGRT"
"1464187","IT",2020-02-05,"I4D",19.44,NA,NA,"OxCGRT"
"1464188","IT",2020-02-05,"I4L",25,NA,NA,"OxCGRT"
"1464189","IT",2020-02-05,"I4LD",25,NA,NA,"OxCGRT"
"1464190","IT",2020-02-05,"IC",2,NA,NA,"OxCGRT"
"1464191","IT",2020-02-05,"ID",0,NA,NA,"OxCGRT"
"1464192","IT",2020-02-05,"M1",NA,NA,NA,"OxCGRT"
"1464193","IT",2020-02-06,"C1",0,NA,NA,"OxCGRT"
"1464194","IT",2020-02-06,"C2",0,NA,NA,"OxCGRT"
"1464195","IT",2020-02-06,"C3",0,NA,NA,"OxCGRT"
"1464196","IT",2020-02-06,"C4",0,NA,NA,"OxCGRT"
"1464197","IT",2020-02-06,"C5",0,NA,NA,"OxCGRT"
"1464198","IT",2020-02-06,"C6",0,NA,NA,"OxCGRT"
"1464199","IT",2020-02-06,"C7",0,NA,NA,"OxCGRT"
"1464200","IT",2020-02-06,"C8",3,NA,NA,"OxCGRT"
"1464201","IT",2020-02-06,"E1",0,NA,NA,"OxCGRT"
"1464202","IT",2020-02-06,"E2",0,NA,NA,"OxCGRT"
"1464203","IT",2020-02-06,"E3",0,NA,NA,"OxCGRT"
"1464204","IT",2020-02-06,"E4",0,NA,NA,"OxCGRT"
"1464205","IT",2020-02-06,"H1",2,TRUE,NA,"OxCGRT"
"1464206","IT",2020-02-06,"H2",1,NA,NA,"OxCGRT"
"1464207","IT",2020-02-06,"H3",2,NA,NA,"OxCGRT"
"1464208","IT",2020-02-06,"H4",0,NA,NA,"OxCGRT"
"1464209","IT",2020-02-06,"H5",0,NA,NA,"OxCGRT"
"1464210","IT",2020-02-06,"H6",0,NA,NA,"OxCGRT"
"1464211","IT",2020-02-06,"H7",0,NA,NA,"OxCGRT"
"1464212","IT",2020-02-06,"I1",23.72,NA,NA,"OxCGRT"
"1464213","IT",2020-02-06,"I1D",23.72,NA,NA,"OxCGRT"
"1464214","IT",2020-02-06,"I2",0,NA,NA,"OxCGRT"
"1464215","IT",2020-02-06,"I2D",0,NA,NA,"OxCGRT"
"1464216","IT",2020-02-06,"I3",20.56,NA,NA,"OxCGRT"
"1464217","IT",2020-02-06,"I3D",20.56,NA,NA,"OxCGRT"
"1464218","IT",2020-02-06,"I4",19.44,NA,NA,"OxCGRT"
"1464219","IT",2020-02-06,"I4D",19.44,NA,NA,"OxCGRT"
"1464220","IT",2020-02-06,"I4L",25,NA,NA,"OxCGRT"
"1464221","IT",2020-02-06,"I4LD",25,NA,NA,"OxCGRT"
"1464222","IT",2020-02-06,"IC",2,NA,NA,"OxCGRT"
"1464223","IT",2020-02-06,"ID",0,NA,NA,"OxCGRT"
"1464224","IT",2020-02-06,"M1",NA,NA,NA,"OxCGRT"
"1464225","IT",2020-02-07,"C1",0,NA,NA,"OxCGRT"
"1464226","IT",2020-02-07,"C2",0,NA,NA,"OxCGRT"
"1464227","IT",2020-02-07,"C3",0,NA,NA,"OxCGRT"
"1464228","IT",2020-02-07,"C4",0,NA,NA,"OxCGRT"
"1464229","IT",2020-02-07,"C5",0,NA,NA,"OxCGRT"
"1464230","IT",2020-02-07,"C6",0,NA,NA,"OxCGRT"
"1464231","IT",2020-02-07,"C7",0,NA,NA,"OxCGRT"
"1464232","IT",2020-02-07,"C8",3,NA,NA,"OxCGRT"
"1464233","IT",2020-02-07,"E1",0,NA,NA,"OxCGRT"
"1464234","IT",2020-02-07,"E2",0,NA,NA,"OxCGRT"
"1464235","IT",2020-02-07,"E3",0,NA,NA,"OxCGRT"
"1464236","IT",2020-02-07,"E4",0,NA,NA,"OxCGRT"
"1464237","IT",2020-02-07,"H1",2,TRUE,NA,"OxCGRT"
"1464238","IT",2020-02-07,"H2",1,NA,NA,"OxCGRT"
"1464239","IT",2020-02-07,"H3",2,NA,NA,"OxCGRT"
"1464240","IT",2020-02-07,"H4",0,NA,NA,"OxCGRT"
"1464241","IT",2020-02-07,"H5",0,NA,NA,"OxCGRT"
"1464242","IT",2020-02-07,"H6",0,NA,NA,"OxCGRT"
"1464243","IT",2020-02-07,"H7",0,NA,NA,"OxCGRT"
"1464244","IT",2020-02-07,"I1",23.72,NA,NA,"OxCGRT"
"1464245","IT",2020-02-07,"I1D",23.72,NA,NA,"OxCGRT"
"1464246","IT",2020-02-07,"I2",0,NA,NA,"OxCGRT"
"1464247","IT",2020-02-07,"I2D",0,NA,NA,"OxCGRT"
"1464248","IT",2020-02-07,"I3",20.56,NA,NA,"OxCGRT"
"1464249","IT",2020-02-07,"I3D",20.56,NA,NA,"OxCGRT"
"1464250","IT",2020-02-07,"I4",19.44,NA,NA,"OxCGRT"
"1464251","IT",2020-02-07,"I4D",19.44,NA,NA,"OxCGRT"
"1464252","IT",2020-02-07,"I4L",25,NA,NA,"OxCGRT"
"1464253","IT",2020-02-07,"I4LD",25,NA,NA,"OxCGRT"
"1464254","IT",2020-02-07,"IC",3,NA,NA,"OxCGRT"
"1464255","IT",2020-02-07,"ID",0,NA,NA,"OxCGRT"
"1464256","IT",2020-02-07,"M1",NA,NA,NA,"OxCGRT"
"1464257","IT",2020-02-08,"C1",0,NA,NA,"OxCGRT"
"1464258","IT",2020-02-08,"C2",0,NA,NA,"OxCGRT"
"1464259","IT",2020-02-08,"C3",0,NA,NA,"OxCGRT"
"1464260","IT",2020-02-08,"C4",0,NA,NA,"OxCGRT"
"1464261","IT",2020-02-08,"C5",0,NA,NA,"OxCGRT"
"1464262","IT",2020-02-08,"C6",0,NA,NA,"OxCGRT"
"1464263","IT",2020-02-08,"C7",0,NA,NA,"OxCGRT"
"1464264","IT",2020-02-08,"C8",3,NA,NA,"OxCGRT"
"1464265","IT",2020-02-08,"E1",0,NA,NA,"OxCGRT"
"1464266","IT",2020-02-08,"E2",0,NA,NA,"OxCGRT"
"1464267","IT",2020-02-08,"E3",0,NA,NA,"OxCGRT"
"1464268","IT",2020-02-08,"E4",0,NA,NA,"OxCGRT"
"1464269","IT",2020-02-08,"H1",2,TRUE,NA,"OxCGRT"
"1464270","IT",2020-02-08,"H2",1,NA,NA,"OxCGRT"
"1464271","IT",2020-02-08,"H3",2,NA,NA,"OxCGRT"
"1464272","IT",2020-02-08,"H4",0,NA,NA,"OxCGRT"
"1464273","IT",2020-02-08,"H5",0,NA,NA,"OxCGRT"
"1464274","IT",2020-02-08,"H6",0,NA,NA,"OxCGRT"
"1464275","IT",2020-02-08,"H7",0,NA,NA,"OxCGRT"
"1464276","IT",2020-02-08,"I1",23.72,NA,NA,"OxCGRT"
"1464277","IT",2020-02-08,"I1D",23.72,NA,NA,"OxCGRT"
"1464278","IT",2020-02-08,"I2",0,NA,NA,"OxCGRT"
"1464279","IT",2020-02-08,"I2D",0,NA,NA,"OxCGRT"
"1464280","IT",2020-02-08,"I3",20.56,NA,NA,"OxCGRT"
"1464281","IT",2020-02-08,"I3D",20.56,NA,NA,"OxCGRT"
"1464282","IT",2020-02-08,"I4",19.44,NA,NA,"OxCGRT"
"1464283","IT",2020-02-08,"I4D",19.44,NA,NA,"OxCGRT"
"1464284","IT",2020-02-08,"I4L",25,NA,NA,"OxCGRT"
"1464285","IT",2020-02-08,"I4LD",25,NA,NA,"OxCGRT"
"1464286","IT",2020-02-08,"IC",3,NA,NA,"OxCGRT"
"1464287","IT",2020-02-08,"ID",0,NA,NA,"OxCGRT"
"1464288","IT",2020-02-08,"M1",NA,NA,NA,"OxCGRT"
"1464289","IT",2020-02-09,"C1",0,NA,NA,"OxCGRT"
"1464290","IT",2020-02-09,"C2",0,NA,NA,"OxCGRT"
"1464291","IT",2020-02-09,"C3",0,NA,NA,"OxCGRT"
"1464292","IT",2020-02-09,"C4",0,NA,NA,"OxCGRT"
"1464293","IT",2020-02-09,"C5",0,NA,NA,"OxCGRT"
"1464294","IT",2020-02-09,"C6",0,NA,NA,"OxCGRT"
"1464295","IT",2020-02-09,"C7",0,NA,NA,"OxCGRT"
"1464296","IT",2020-02-09,"C8",3,NA,NA,"OxCGRT"
"1464297","IT",2020-02-09,"E1",0,NA,NA,"OxCGRT"
"1464298","IT",2020-02-09,"E2",0,NA,NA,"OxCGRT"
"1464299","IT",2020-02-09,"E3",0,NA,NA,"OxCGRT"
"1464300","IT",2020-02-09,"E4",0,NA,NA,"OxCGRT"
"1464301","IT",2020-02-09,"H1",2,TRUE,NA,"OxCGRT"
"1464302","IT",2020-02-09,"H2",1,NA,NA,"OxCGRT"
"1464303","IT",2020-02-09,"H3",2,NA,NA,"OxCGRT"
"1464304","IT",2020-02-09,"H4",0,NA,NA,"OxCGRT"
"1464305","IT",2020-02-09,"H5",0,NA,NA,"OxCGRT"
"1464306","IT",2020-02-09,"H6",0,NA,NA,"OxCGRT"
"1464307","IT",2020-02-09,"H7",0,NA,NA,"OxCGRT"
"1464308","IT",2020-02-09,"I1",23.72,NA,NA,"OxCGRT"
"1464309","IT",2020-02-09,"I1D",23.72,NA,NA,"OxCGRT"
"1464310","IT",2020-02-09,"I2",0,NA,NA,"OxCGRT"
"1464311","IT",2020-02-09,"I2D",0,NA,NA,"OxCGRT"
"1464312","IT",2020-02-09,"I3",20.56,NA,NA,"OxCGRT"
"1464313","IT",2020-02-09,"I3D",20.56,NA,NA,"OxCGRT"
"1464314","IT",2020-02-09,"I4",19.44,NA,NA,"OxCGRT"
"1464315","IT",2020-02-09,"I4D",19.44,NA,NA,"OxCGRT"
"1464316","IT",2020-02-09,"I4L",25,NA,NA,"OxCGRT"
"1464317","IT",2020-02-09,"I4LD",25,NA,NA,"OxCGRT"
"1464318","IT",2020-02-09,"IC",3,NA,NA,"OxCGRT"
"1464319","IT",2020-02-09,"ID",0,NA,NA,"OxCGRT"
"1464320","IT",2020-02-09,"M1",NA,NA,NA,"OxCGRT"
"1464321","IT",2020-02-10,"C1",0,NA,NA,"OxCGRT"
"1464322","IT",2020-02-10,"C2",0,NA,NA,"OxCGRT"
"1464323","IT",2020-02-10,"C3",0,NA,NA,"OxCGRT"
"1464324","IT",2020-02-10,"C4",0,NA,NA,"OxCGRT"
"1464325","IT",2020-02-10,"C5",0,NA,NA,"OxCGRT"
"1464326","IT",2020-02-10,"C6",0,NA,NA,"OxCGRT"
"1464327","IT",2020-02-10,"C7",0,NA,NA,"OxCGRT"
"1464328","IT",2020-02-10,"C8",3,NA,NA,"OxCGRT"
"1464329","IT",2020-02-10,"E1",0,NA,NA,"OxCGRT"
"1464330","IT",2020-02-10,"E2",0,NA,NA,"OxCGRT"
"1464331","IT",2020-02-10,"E3",0,NA,NA,"OxCGRT"
"1464332","IT",2020-02-10,"E4",0,NA,NA,"OxCGRT"
"1464333","IT",2020-02-10,"H1",2,TRUE,NA,"OxCGRT"
"1464334","IT",2020-02-10,"H2",1,NA,NA,"OxCGRT"
"1464335","IT",2020-02-10,"H3",2,NA,NA,"OxCGRT"
"1464336","IT",2020-02-10,"H4",0,NA,NA,"OxCGRT"
"1464337","IT",2020-02-10,"H5",0,NA,NA,"OxCGRT"
"1464338","IT",2020-02-10,"H6",0,NA,NA,"OxCGRT"
"1464339","IT",2020-02-10,"H7",0,NA,NA,"OxCGRT"
"1464340","IT",2020-02-10,"I1",23.72,NA,NA,"OxCGRT"
"1464341","IT",2020-02-10,"I1D",23.72,NA,NA,"OxCGRT"
"1464342","IT",2020-02-10,"I2",0,NA,NA,"OxCGRT"
"1464343","IT",2020-02-10,"I2D",0,NA,NA,"OxCGRT"
"1464344","IT",2020-02-10,"I3",20.56,NA,NA,"OxCGRT"
"1464345","IT",2020-02-10,"I3D",20.56,NA,NA,"OxCGRT"
"1464346","IT",2020-02-10,"I4",19.44,NA,NA,"OxCGRT"
"1464347","IT",2020-02-10,"I4D",19.44,NA,NA,"OxCGRT"
"1464348","IT",2020-02-10,"I4L",25,NA,NA,"OxCGRT"
"1464349","IT",2020-02-10,"I4LD",25,NA,NA,"OxCGRT"
"1464350","IT",2020-02-10,"IC",3,NA,NA,"OxCGRT"
"1464351","IT",2020-02-10,"ID",0,NA,NA,"OxCGRT"
