0,1,2,3,4,5,6,7
474.0828149318695,276.5369849205017,189.1606457233429,197.88285040855408,191.81223940849304,176.87454915046692,205.25274419784546,178.67620015144348
452.97009563446045,243.3249433040619,235.9458520412445,225.76479768753052,182.3673415184021,182.78535199165344,181.2882378101349,150.8710412979126
545.6798169612885,334.9981048107147,256.8574993610382,258.75459003448486,210.9190855026245,259.4187376499176,187.42381954193115,187.17897415161133
554.1618342399597,340.8170020580292,267.68237948417664,215.72494268417358,226.9124915599823,198.0980930328369,160.83190608024597,140.78048396110538
