1.723813527566276944e-03,-1.176267524864131695e-03,-2.654027646771590487e-03,-6.830280646728133058e-03,-5.154757233182130985e-03,-1.224510265047681554e-02,-7.498604321692634196e-03,8.368224957029322605e-03,-1.067448487292866829e-02,1.693528269908411640e-02,-6.004244081699435139e-03,1.100301303499966188e-02,1.994906538604815038e+00,-1.007724650187839938e-01,1.920599707927490504e-02,-2.694126960775047527e-02,4.583130823920098657e-02,-5.247747272813975059e-03,-9.889454769840334836e-02,-2.018336596320627674e+00
2.709359883422583944e-03,-1.232144594268725279e-03,-3.331071512264960604e-03,-4.858286945711027573e-03,-8.910281690326298659e-03,-1.540710720021883952e-02,-1.078769931322449624e-02,7.730128067957692597e-03,-1.028861738493182937e-02,1.234581480619872419e-02,-3.498627160148678854e-03,1.207228085683685614e-02,1.998402543863971870e+00,-1.018037787914314179e-01,1.548999049460201421e-02,-2.726193681341960648e-02,4.195209070094200327e-02,-7.316833595341865233e-03,-9.532676929465991322e-02,-2.015226456020561940e+00
1.725777819754888490e-03,-1.458222181805641842e-03,-2.681142288864667936e-03,-5.205890091207070886e-03,-9.331490542572044161e-03,-1.644715917951206779e-02,-8.484025615061847880e-03,7.985165198860180724e-03,-8.692749488828883236e-03,1.329317776779080813e-02,-3.947364155955894113e-03,1.044095725912629925e-02,1.998261924978274706e+00,-1.025049299863373675e-01,1.470631302283829586e-02,-2.438875726814182868e-02,3.975737361115183610e-02,-1.114711906648777930e-02,-9.243477811939335154e-02,-2.016425583980674396e+00
1.725777819754888490e-03,-1.458222181805641842e-03,-2.681142288864667936e-03,-5.205890091207070886e-03,-9.331490542572044161e-03,-1.644715917951206779e-02,-8.484025615061847880e-03,7.985165198860180724e-03,-8.692749488828883236e-03,1.329317776779080813e-02,-3.947364155955894113e-03,1.044095725912629925e-02,1.998261924978274706e+00,-1.025049299863373675e-01,1.470631302283829586e-02,-2.438875726814182868e-02,3.975737361115183610e-02,-1.114711906648777930e-02,-9.243477811939335154e-02,-2.016425583980674396e+00
1.834647976823357242e-03,-1.787396962638626704e-03,-2.438513249538914931e-03,-4.823979078173750400e-03,-1.012445239879156481e-02,-1.613533356212901518e-02,-5.213042763453718843e-03,8.763227095031182745e-03,-1.302738561899865512e-02,1.627525913872824789e-02,-4.370266137350531377e-03,1.291748962321492486e-02,1.993235037274579735e+00,-1.025638371229688206e-01,1.864641369652782904e-02,-2.582071965218658144e-02,4.199298501074980733e-02,-6.688728967798978665e-03,-9.547545392056420999e-02,-2.018939377592531947e+00
2.786338150991036263e-03,-3.570171516445067288e-03,-3.139836809703276042e-05,-6.684182668456510948e-03,-6.863187085927947677e-03,-1.312883441784275240e-02,-7.393209786149035172e-03,1.236723700484716575e-02,-1.823431228185528816e-02,1.310251237440930236e-02,-4.415654768885870531e-03,1.333279441895086383e-02,1.992987768963332407e+00,-1.023632263335551990e-01,1.842367351359110866e-02,-2.885778280786173433e-02,4.914581333201707702e-02,-1.101538680552947326e-03,-9.754589618568401677e-02,-2.015421707380930183e+00
2.786338150991036263e-03,-3.570171516445067288e-03,-3.139836809703276042e-05,-6.684182668456510948e-03,-6.863187085927947677e-03,-1.312883441784275240e-02,-7.393209786149035172e-03,1.236723700484716575e-02,-1.823431228185528816e-02,1.310251237440930236e-02,-4.415654768885870531e-03,1.333279441895086383e-02,1.992987768963332407e+00,-1.023632263335551990e-01,1.842367351359110866e-02,-2.885778280786173433e-02,4.914581333201707702e-02,-1.101538680552947326e-03,-9.754589618568401677e-02,-2.015421707380930183e+00
3.223574798061648768e-03,-1.534022725384491309e-03,-5.064626279488545178e-03,-5.715944542204105978e-03,-5.787638061705958382e-03,-1.216740242013268983e-02,-3.887881080157246441e-03,6.779999908827051905e-03,-1.747469091486859166e-02,1.338831084095141663e-02,-3.281820814325621220e-03,1.862785617931244850e-02,1.990398743241286850e+00,-1.027988378751581583e-01,1.843127231575841796e-02,-3.154173873935829653e-02,4.565712098196702401e-02,4.116009757206654809e-04,-9.850573993196019840e-02,-2.017862237030928707e+00
3.223574798061648768e-03,-1.534022725384491309e-03,-5.064626279488545178e-03,-5.715944542204105978e-03,-5.787638061705958382e-03,-1.216740242013268983e-02,-3.887881080157246441e-03,6.779999908827051905e-03,-1.747469091486859166e-02,1.338831084095141663e-02,-3.281820814325621220e-03,1.862785617931244850e-02,1.990398743241286850e+00,-1.027988378751581583e-01,1.843127231575841796e-02,-3.154173873935829653e-02,4.565712098196702401e-02,4.116009757206654809e-04,-9.850573993196019840e-02,-2.017862237030928707e+00
3.223574798061648768e-03,-1.534022725384491309e-03,-5.064626279488545178e-03,-5.715944542204105978e-03,-5.787638061705958382e-03,-1.216740242013268983e-02,-3.887881080157246441e-03,6.779999908827051905e-03,-1.747469091486859166e-02,1.338831084095141663e-02,-3.281820814325621220e-03,1.862785617931244850e-02,1.990398743241286850e+00,-1.027988378751581583e-01,1.843127231575841796e-02,-3.154173873935829653e-02,4.565712098196702401e-02,4.116009757206654809e-04,-9.850573993196019840e-02,-2.017862237030928707e+00
