2.136090286551022271e-03,-3.483017995002546537e-04,-3.413840630501463989e-03,-9.350214820113748534e-03,-5.307225977609996911e-03,-9.777748837155177813e-03,-7.355597276446637460e-03,1.005492123421727196e-02,-9.676202342648189403e-03,1.625229691355536618e-02,-5.877058385037881028e-03,1.136097708862273716e-02,1.995096627169202774e+00,-1.018683355625182585e-01,1.993902832524185181e-02,-2.739901368703807211e-02,4.637583005238593570e-02,-6.427316338279743385e-03,-9.693492575122017452e-02,-2.018321272310168890e+00
1.328024065151152617e-03,-1.397132067948171109e-03,-2.669332735728994176e-03,-6.328891178684954537e-03,-1.056710953400641188e-02,-1.255808120087900832e-02,-1.031360446671282863e-02,7.492609168431980070e-03,-1.066373917975125402e-02,1.351077760089891729e-02,-4.973598337437769648e-03,1.180262647752733547e-02,1.998634304468465350e+00,-9.943874056906625014e-02,1.747538669368990313e-02,-2.744628335305205821e-02,4.465186091577513089e-02,-7.442690675988484009e-03,-9.665266461514540608e-02,-2.016134424581079720e+00
3.409151762663707383e-03,-1.954421773399413979e-03,-2.344946095682528403e-03,-6.401077879487719439e-03,-1.333922834765920683e-02,-1.578134224062568286e-02,-8.821699411031353605e-03,8.257769636944186503e-03,-9.532421069153801732e-03,1.407346321698441267e-02,-3.762277032072427682e-03,1.054689466933159299e-02,1.999100935421627590e+00,-9.983340588097334989e-02,1.667686833899052062e-02,-2.602897752605348031e-02,4.320464879081342691e-02,-9.809662383824618165e-03,-9.475095749428871783e-02,-2.017461845239532092e+00
1.831752497798454444e-03,-1.876020030219678917e-03,-7.254334920258584700e-04,-6.638535806201821543e-03,-1.232074122832880689e-02,-1.669116397265954857e-02,-8.228004127646871071e-03,9.114796906513889657e-03,-9.997647899281198250e-03,1.503323100126467346e-02,-5.424545349038818048e-03,1.143285494157330294e-02,1.996906423806408259e+00,-1.007662880115832854e-01,2.083572768286225466e-02,-2.475964714977262754e-02,4.273886544317666986e-02,-1.223974068763082970e-02,-9.480611018087710395e-02,-2.016381470426126921e+00
1.739862291418516060e-03,-2.926567508090460474e-03,-1.916072464846167852e-03,-7.176284712845573156e-03,-1.465767695689111812e-02,-1.902435410974204558e-02,-6.184805791554550021e-03,1.001912358039192333e-02,-1.292734017381195338e-02,1.770720585331825303e-02,-3.927920293814482836e-03,1.289858568740759326e-02,1.993757165911458795e+00,-9.997979996015532445e-02,2.376383237446559951e-02,-2.654537344046653188e-02,4.374018506898045416e-02,-8.633347796645405442e-03,-9.388276094725878096e-02,-2.019201399006035125e+00
2.820009736169252785e-03,-3.958425739982846490e-03,7.286581223039439656e-04,-8.221103615390070937e-03,-1.392784571582499596e-02,-1.960168754441770841e-02,-7.300775982281453892e-03,1.279571107311605789e-02,-1.718996033580722990e-02,1.614176279671642594e-02,-2.609982037658169825e-03,1.337028138709695294e-02,1.994093538223387752e+00,-1.013667205065460347e-01,2.309970973404996269e-02,-2.885938402461748001e-02,4.862976693410938495e-02,-5.452763557277781441e-03,-9.670406205924042542e-02,-2.017512226701561939e+00
-1.208511092993171544e-04,-3.606121396752134077e-03,-1.969149634987361203e-03,-6.849782281701277328e-03,-1.138453412048867630e-02,-1.935217454232926459e-02,-6.577301200915193144e-03,1.245779670933847699e-02,-1.519794824626253572e-02,1.733402171204899422e-02,-4.387723884917344754e-03,1.148408349769619585e-02,1.996035369673942128e+00,-9.932558938371112423e-02,2.034305706124273083e-02,-2.803430948066286746e-02,4.822922939441586648e-02,-4.845646203778989670e-03,-9.971045706968272027e-02,-2.021777839640898300e+00
2.050895296496821080e-03,-6.803781091874688911e-04,-3.491787657677065254e-03,-7.390594599699019940e-03,-8.902876268148268019e-03,-2.001291736143857164e-02,-4.051822412595099641e-03,9.094998809735556355e-03,-1.627098587690798542e-02,1.676787394566127062e-02,-3.822444623896596640e-03,1.560559217580377404e-02,1.995135058701094755e+00,-1.009710933712914538e-01,2.070373441813433066e-02,-2.930834706794503003e-02,4.724327054721697700e-02,-3.975371650663785984e-03,-9.893085390516387356e-02,-2.023562610053756039e+00
3.241747358576124206e-03,-1.154628926887396470e-03,-4.656225273638985550e-03,-8.654664488053296842e-03,-1.164228114791145477e-02,-2.198664115620750995e-02,-7.375649144009494181e-03,1.089594532710825257e-02,-1.658086112247757204e-02,1.713260954653858525e-02,-3.895943106849484791e-03,1.465649262897282708e-02,1.995543542298002349e+00,-1.010943861644606062e-01,1.837910932098856670e-02,-2.982425193797337559e-02,4.634181193240456686e-02,-3.352476576168965036e-03,-9.826514681087414327e-02,-2.022856994353363635e+00
3.624689043054362108e-03,-1.455214530926904250e-03,-6.593446855125396910e-03,-9.728246644604653798e-03,-8.298895995040146342e-03,-2.037409721993014428e-02,-9.535238135081398891e-03,9.817643816518450972e-03,-1.927168279507704071e-02,1.525929235653207365e-02,-3.601162258710958672e-03,1.492488562507930661e-02,1.994291622037713374e+00,-1.035608352173927466e-01,2.043474202700652081e-02,-2.868980787385094766e-02,4.389647507730105869e-02,-4.059150097738944626e-03,-9.454329901348350329e-02,-2.023546620708274180e+00
