1.497278869540961121e+00,5.066181537587770123e+00,6.610572428845657100e+00,4.682724737003514104e-01
1.570985385478801177e+00,4.701217006362679918e+00,7.263227943939645215e+00,2.577109227374697831e+00
1.590649122941514504e+00,5.250538197451137812e+00,7.878774842775722931e+00,4.608140971520517049e+00
1.598161082395640920e+00,4.668459494142419786e+00,5.295081219450149312e+00,1.405558974409928830e+00
1.585168696700876456e+00,4.161685876395292638e+00,3.918960349108622676e+00,1.071986434578566127e+00
1.616972468660533124e+00,5.177000186886736799e+00,2.995932850091698185e+00,8.789189062954401166e+00
1.572023439290204383e+00,4.349598505652883418e+00,5.148111483220569440e+00,4.911809407321777954e+00
1.519159521740236274e+00,5.560590195484188314e+00,5.191951500270965525e+00,8.477342096583750930e+00
1.618222017860371453e+00,5.190293745026272276e+00,4.838472087023305335e+00,1.377058091726336642e+00
1.495892001120215253e+00,5.415083969617932702e+00,5.742274649297136158e+00,2.881486285607628428e+00
1.559626379543983976e+00,5.884463998692730513e+00,6.515451201932824787e+00,-4.984291647133723302e+00
1.597568066373589168e+00,4.348706778952526442e+00,4.242625547939230302e+00,9.217593141580874061e+00
1.561574248994623826e+00,5.326048919379065438e+00,5.338112202795330496e+00,3.879833685821961531e+00
1.690041660189079309e+00,4.616730548030233194e+00,6.723545840013047226e+00,1.539755226536053456e+00
1.563197032197934488e+00,4.320613966959884422e+00,4.894675683755319362e+00,1.956874719545620422e-02
1.593220239373768887e+00,4.978427584147999241e+00,7.813184056636735875e+00,2.450458894567728585e+00
1.591448795553623619e+00,5.320757674934379899e+00,7.535583897870423264e+00,5.477145694572354451e+00
1.567271664990188995e+00,4.679789068814796948e+00,6.144596338047912276e+00,1.445242823587103098e+00
1.651434558416726484e+00,4.766331916406750580e+00,4.893944322276711389e+00,2.789505494227474625e+00
1.531676319579411860e+00,4.782044316559313835e+00,8.163803834626166989e+00,9.853483403002338825e-01
1.595351168459027802e+00,4.710586915676850950e+00,8.415968184983492861e+00,3.680507531414519029e+00
1.681450326809201368e+00,4.747404832773755246e+00,8.184623547327449344e+00,8.735429241575719317e+00
1.560957560671518918e+00,4.256773830015657012e+00,6.508382667867138593e+00,-5.619633631438674115e-01
1.593547117818320702e+00,4.261230851241529116e+00,7.318817605143350669e+00,1.708234934563134688e+00
1.539032096281427897e+00,4.626449993916886605e+00,7.386167601689953344e+00,-4.767462216057328561e+00
1.595147570395719416e+00,4.334527103949680438e+00,5.146160927240645222e+00,8.882749236723141095e+00
1.517936756022593148e+00,4.334177040907824185e+00,2.729049349504979460e+00,-3.172239918915910728e+00
1.620854941694991114e+00,5.846848197780607492e+00,6.963039637949860250e+00,5.047905982376461154e+00
1.638515733961467324e+00,5.148075451286598714e+00,7.126184740426333875e+00,2.726749576544847287e+00
1.494727224909660590e+00,4.919946525265743276e+00,7.210540424282790184e+00,1.986848714525542903e+00
1.716848719506167242e+00,4.637230639302644342e+00,5.975400693072383085e+00,5.929162354029855031e+00
1.489485914764280050e+00,5.518584295827411168e+00,6.130878384613307475e+00,-3.879085148016161444e-01
1.532217646425194868e+00,4.607258560719772689e+00,6.890876561068886019e+00,-5.600863671094402640e+00
1.665673119643244826e+00,5.522565274710992789e+00,7.636861982081788014e+00,1.856355516181700249e+00
1.505927374262441720e+00,5.305306884746081586e+00,5.706118231465284296e+00,2.064334949540325148e+00
1.600982308315201053e+00,5.607463706170080719e+00,6.456742816360357295e+00,7.083541201549143018e+00
1.503542156056917101e+00,4.632320263145306427e+00,5.596607645546477272e+00,2.555416650404728429e+00
1.530945924610700226e+00,4.446264246590432734e+00,7.148786815931283734e+00,1.139243880310697676e+00
1.585475676087408026e+00,4.181510882018255160e+00,5.357101062659218371e+00,2.492170623529902151e+00
1.605950540727478337e+00,4.568578846297183027e+00,7.974590082514124489e+00,2.479610682600503324e+00
1.682496820622749301e+00,4.594315845912478657e+00,7.985962858367509298e+00,7.982089929245537618e+00
1.565819281294917431e+00,4.494124651840417428e+00,4.832565984640867285e+00,2.430405220533775612e-01
1.515359539315474180e+00,5.670655229104389683e+00,4.729240096459552234e+00,3.826471114581611488e+00
1.611367779333242156e+00,5.122294515750803967e+00,8.599158263896498511e+00,6.868706831735420515e+00
1.656499882133994239e+00,4.541903748771433769e+00,8.255555600170012553e+00,2.077882651142842541e+00
1.493181032986805157e+00,4.622291495372382819e+00,3.979503585109273267e+00,4.544274204386892002e+00
1.517190063719131787e+00,4.947807923677928876e+00,7.045231930750110116e+00,5.005383360741396892e+00
1.582949928214117064e+00,4.139092557899739511e+00,3.305688548797311999e+00,-3.210327253039511941e+00
1.602070003609360027e+00,4.930377355093012781e+00,7.221354316470132595e+00,3.783373235311043636e+00
1.521846134340881340e+00,4.232772432247056571e+00,4.949802418823892936e+00,-1.572793030649317636e+00
1.671956511123440015e+00,4.687650616882374166e+00,7.690295591479762827e+00,3.493505522107851924e+00
1.602269531344689302e+00,6.056787396311148264e+00,5.827951113926038040e+00,3.918876586267483031e+00
1.544747924062464639e+00,5.495804162276272997e+00,8.064564392241820201e+00,-1.464975572879467336e+00
1.600582225460917662e+00,4.829881415254167365e+00,3.178143310288358059e+00,-1.085022004942531204e+00
