3.663409275936670428e-01,1.136334297896614692e-01
3.049503577114214270e-01,9.921807323021840375e-02
3.135512387549761470e-01,9.919808731346696495e-02
2.779283403717424661e-01,8.425586094117938629e-02
3.164579504561118029e-01,9.083185617956417157e-02
2.630120183355321717e-01,7.981159864998889353e-02
3.377375013096620693e-01,1.380843730813398063e-01
2.724857750462447714e-01,8.817378164693041864e-02
2.621000293884936938e-01,9.124952375833743357e-02
2.811188895299435164e-01,9.045130557187913700e-02
3.007250533138191018e-01,1.076701345870711424e-01
2.684483754624698570e-01,8.168215400310893659e-02
3.025658488480790220e-01,1.019097456866436824e-01
2.710149186443897018e-01,9.057434028446996466e-02
3.559305740486547465e-01,1.226225456879625614e-01
3.011064638301728658e-01,8.241813015199855874e-02
2.967852326208037517e-01,1.216862298358859229e-01
2.955125258944779620e-01,1.026883631464205610e-01
3.371875527872708056e-01,1.067431785892659635e-01
3.730528124534415180e-01,1.066306740217728560e-01
3.361804305578842134e-01,1.166612376991861405e-01
3.072712321819552894e-01,9.016367200937433490e-02
3.114901370207057152e-01,8.322598271426975836e-02
2.827497393066062958e-01,1.053373405562693238e-01
3.134763627234947725e-01,9.889528650353171524e-02
2.691392155150599819e-01,9.895774521727809803e-02
3.209353122958568116e-01,9.742045842999468019e-02
3.695406830415886579e-01,1.420267378002409708e-01
3.316113013119575958e-01,1.159635345226911751e-01
3.306123755054740099e-01,1.062245185398860425e-01
3.750326700650661871e-01,1.422189995116769634e-01
2.783760285118374034e-01,9.901425149688596050e-02
3.167472434778008661e-01,8.175276974431683330e-02
3.269619374757093966e-01,9.690055225908165981e-02
2.895737466207035093e-01,9.825464846365210281e-02
3.543168882089866023e-01,9.591613978649621286e-02
2.835286964111667363e-01,8.440928397468371036e-02
2.900934737946797015e-01,8.596799530033387426e-02
3.072236229110190675e-01,1.158799619837194012e-01
3.104665158068404263e-01,1.183736934967794391e-01
2.543970972529744357e-01,8.107469500190714329e-02
3.376115826448902735e-01,1.083257656288982851e-01
3.359786704380648414e-01,8.846821381398603523e-02
2.928899308280653591e-01,1.108714959667094491e-01
3.347684386393118827e-01,1.248208546079389442e-01
2.822461304280013406e-01,7.495993208069742786e-02
3.280705470400638313e-01,1.078409817885065403e-01
2.629861352570753708e-01,8.846693383465684124e-02
3.072048102333977404e-01,9.830020494104585449e-02
3.437655700275489279e-01,1.329500684902071850e-01
3.634122574445748377e-01,1.061620733966896629e-01
2.966183314881293276e-01,9.602449443589600175e-02
3.401219543416418301e-01,1.131763299724478922e-01
2.720839812011252024e-01,9.299389082239079007e-02
3.234380021119501181e-01,1.095879889039686333e-01
2.963188666187202003e-01,1.124650891438617045e-01
3.362724594713043524e-01,9.108993441811419345e-02
3.556520954184841377e-01,1.375631341355526838e-01
3.090786660369036487e-01,8.532810155853554068e-02
3.015121733395234593e-01,8.190630440892131270e-02
3.329062483079163193e-01,1.210301849676062996e-01
3.033231477801057174e-01,9.502518432066138498e-02
3.080931875095582750e-01,8.126781187517401195e-02
3.631044519286605321e-01,1.021163725521915533e-01
3.263009036423936693e-01,1.286772013558592220e-01
3.305814132555034979e-01,1.085308527149303343e-01
3.377553524202497881e-01,1.144336992083433424e-01
3.300279187133968728e-01,1.201007009255031510e-01
2.963928098366994113e-01,1.187750300067436510e-01
3.538819323385566928e-01,1.186355162609463165e-01
3.109816374581414467e-01,9.643523495556670377e-02
2.943363855038617638e-01,8.828651925487268626e-02
2.894733821963881293e-01,1.029097160269919209e-01
2.921899535070912601e-01,1.085135520326691722e-01
3.074136976501196106e-01,1.183847898603615778e-01
2.938583227779357765e-01,9.618879993984702503e-02
2.769057665860136241e-01,9.779535900958975791e-02
3.511099579988439801e-01,1.257236187771910430e-01
3.896883042140026343e-01,1.293707128852114863e-01
2.829738421831548001e-01,1.019627328217910800e-01
2.624553218450203507e-01,1.000032034984895957e-01
3.339701150711428812e-01,1.062587660345844232e-01
3.310363266919405523e-01,1.263377507963917568e-01
2.865225482328263018e-01,9.095299110024704370e-02
3.224231872651627251e-01,9.086600320432991484e-02
2.622538682545972888e-01,8.256813614505996435e-02
3.512256109574872220e-01,1.160653669327060405e-01
3.851148966851472011e-01,1.482477722911492990e-01
2.979474731732308923e-01,8.322054390977109972e-02
3.441265843401299929e-01,1.411280951358181990e-01
2.930670258564087027e-01,1.175538642615691354e-01
3.269850828703026457e-01,1.230750967638796767e-01
2.989215444541205025e-01,1.098411477226906297e-01
3.155981999220748846e-01,1.012830960108873080e-01
3.039069985058106549e-01,8.896882049826225491e-02
3.333033019527529839e-01,1.330028412550601224e-01
3.161081618198628429e-01,8.181621025484581144e-02
2.668782001957598626e-01,9.726752942712615924e-02
3.248638411091516742e-01,1.056892585160789794e-01
3.828430882347256814e-01,1.243761896690825097e-01
3.038986841399489713e-01,9.254702177481909098e-02
3.632783786700585771e-01,1.074909919986281326e-01
3.020447322651353406e-01,1.145455430314275685e-01
3.273412041145358220e-01,8.672947109361518747e-02
3.519771641246595140e-01,1.368601797202376180e-01
2.821779802892815936e-01,9.711096070511172906e-02
3.498350370216115057e-01,1.008749773023875779e-01
3.756463519919414629e-01,1.342035787836572125e-01
2.645326600103434789e-01,9.439748105121342769e-02
3.363644759554144104e-01,8.895042978618794560e-02
3.658277787302198214e-01,1.137904758212497647e-01
3.299079997766404260e-01,9.350636753471390505e-02
3.268151183129864856e-01,1.145464137421065148e-01
2.914399016690222832e-01,1.090725162513516422e-01
3.238443778861637701e-01,1.141820169409675789e-01
3.459126575111177715e-01,9.448788366250135407e-02
3.178295280635163866e-01,8.099529691414669719e-02
