2.643000000000000000e+03,2.822702777144553238e+03,3.009905204943932858e+03,3.204666828971508039e+03,3.407027350241458862e+03,3.617005816078989483e+03,3.834599943180545779e+03,4.059785500589245657e+03,4.292516063174562987e+03,4.532722773089660222e+03,4.780314354583637396e+03,5.035177304833498965e+03,5.297176251914755994e+03,5.566154500543883842e+03,5.841934752535775260e+03,6.124320000555070692e+03,6.413094542334712969e+03,6.708025134311661532e+03,7.008862275146902903e+03,7.315341596411085447e+03,7.627185303514114821e+03,7.944103706131070794e+03,8.265796800469042864e+03,8.591955834588086873e+03,8.922264911889527866e+03,9.256402570113623369e+03,9.594043353803623177e+03,9.934859327500033032e+03,1.027852153243245266e+04,1.062470139120313615e+04,1.097307202831345057e+04,1.132330950641750496e+04,1.167509399786652830e+04,1.202811081367082625e+04,1.238205137226718216e+04,1.273661410128589705e+04,1.309150516648788471e+04,1.344643918212169956e+04,1.380113976636776533e+04,1.415534005451103076e+04,1.450878309219092989e+04,1.486122216989177286e+04,1.521242106560656430e+04,1.556215422534704521e+04,1.591020687062621437e+04,1.625637504985440137e+04,1.660046563018370944e+04,1.694229624124311522e+04,1.728169517165375510e+04,1.761850122953967002e+04,1.795256356807102202e+04,1.828374146960546568e+04,1.861190411525729724e+04,1.893693033108358577e+04,1.925870830718184516e+04,1.957713531609817437e+04,1.989211740318667580e+04,2.020356907972736008e+04,2.051141300577375659e+04,2.081557966770033454e+04,2.111600705550238490e+04,2.141264034066633394e+04,2.170543155370976456e+04
2.643000000000000000e+03,2.898835755228516064e+03,3.162190228365286657e+03,3.433093432854463572e+03,3.711558789088209323e+03,3.997582364869940648e+03,4.291142079315162846e+03,4.592197011299448604e+03,4.900686800481796126e+03,5.216531255983241863e+03,5.539629970325983777e+03,5.869862123991906628e+03,6.207086421123778564e+03,6.551141162310006621e+03,6.901844434174819980e+03,7.258994582829073806e+03,7.622370634083568802e+03,7.991733010328128330e+03,8.366824318872189906e+03,8.747370308357516478e+03,9.133080935353931636e+03,9.523651542366931608e+03,9.918764142404030281e+03,1.031808879375981269e+04,1.072128503594066569e+04,1.112800342183603243e+04,1.153788701541603768e+04,1.195057299021732979e+04,1.236569421044309456e+04,1.278288078892358317e+04,1.320176165852588565e+04,1.362196607474022312e+04,1.404312509278879043e+04,1.446487297354146904e+04,1.488684852508947370e+04,1.530869636239529427e+04,1.573006808519770311e+04,1.615062335892881492e+04,1.657003090407456330e+04,1.698796939103080149e+04,1.740412821559208169e+04,1.781820816678049960e+04,1.822992208678088355e+04,1.863899528292213654e+04,1.904516595946256712e+04,1.944818554110801415e+04,1.984781883481115437e+04,2.024384423055353545e+04,2.063605372035896289e+04,2.102425288926010035e+04,2.140826086786561063e+04,2.178791015930646245e+04,2.216304647584929990e+04,2.253352849482906822e+04,2.289922757309759982e+04,2.326002743945058319e+04,2.361582384255386933e+04,2.396652417547631921e+04,2.431204708048945031e+04,2.465232203877335633e+04,2.498728893155688638e+04,2.531689761408521008e+04,2.564110746620257487e+04
2.643000000000000000e+03,2.739814163309856667e+03,2.839755944979676315e+03,2.942834169066955837e+03,3.049050799324761556e+03,3.158400758185704035e+03,3.270871708388212028e+03,3.386443919166331852e+03,3.505090128456701223e+03,3.626775535424503687e+03,3.751457766865963094e+03,3.879086926231697817e+03,4.009605687571014187e+03,4.142949447365956075e+03,4.279046489367855429e+03,4.417818263499336354e+03,4.559179632952955217e+03,4.703039240637957846e+03,4.849299840312005472e+03,4.997858710387762585e+03,5.148608094481865010e+03,5.301435632747170530e+03,5.456224867637437455e+03,5.612855718506641097e+03,5.771204992230358584e+03,5.931146900550122155e+03,6.092553564053189803e+03,6.255295532002085565e+03,6.419242276759207925e+03,6.584262699034392426e+03,6.750225590340340204e+03,6.917000111830704554e+03,7.084456212516007326e+03,7.252465042715144591e+03,7.420899372541105549e+03,7.589633936813131186e+03,7.758545764459640850e+03,7.927514497181232400e+03,8.096422663152181485e+03,8.265155923413127312e+03,8.433603292314115606e+03,8.601657327360862837e+03,8.769214292342736371e+03,8.936174293497451799e+03,9.102441386990525643e+03,9.267923664773979908e+03,9.432533320030268442e+03,9.596186682170224231e+03,9.758804242009766313e+03,9.920310650889017779e+03,1.008063470461000543e+04,1.023970931204341468e+04,1.039747144971178750e+04,1.055386210336118165e+04,1.070882619806908951e+04,1.086231251968045217e+04,1.101427362697377066e+04,1.116466575470934367e+04,1.131344871353167764e+04,1.146058578237591973e+04,1.160604359772715907e+04,1.174979203941842752e+04,1.189180411290623306e+04
2.643000000000000000e+03,2.849354581248836439e+03,3.065279138147264803e+03,3.290862366807366470e+03,3.526163177634249223e+03,3.771209308008928929e+03,4.025996185807096936e+03,4.290486085305741653e+03,4.564607642110368033e+03,4.848255603831240478e+03,5.141290945892819764e+03,5.443541292639954008e+03,5.754801646836809596e+03,6.074835460493706705e+03,6.403375965679392721e+03,6.740127788104655338e+03,7.084768783698151310e+03,7.436952095466485844e+03,7.796308383975524521e+03,8.162448226470584814e+03,8.534964583214334198e+03,8.913435373534031896e+03,9.297426033850160820e+03,9.686492125907561785e+03,1.008018190919581866e+04,1.047803884400823699e+04,1.087960401110709790e+04,1.128441842605200873e+04,1.169202522989647150e+04,1.210197175174735457e+04,1.251381138780998663e+04,1.292710532149719256e+04,1.334142414004800776e+04,1.375634919157577315e+04,1.417147384549883827e+04,1.458640453991019604e+04,1.500076169417032725e+04,1.541418045679269017e+04,1.582631130390403996e+04,1.623682050645243362e+04,1.664539045749891739e+04,1.705171988895340473e+04,1.745552397162128182e+04,1.785653431705373077e+04,1.825449888816268867e+04,1.864918184005246439e+04,1.904036328315065111e+04,1.942783896793439635e+04,1.981141995083187794e+04,2.019093218716545744e+04,2.056621610212852465e+04,2.093712612998016266e+04,2.130353021709948734e+04,2.166530932581009984e+04,2.202235690922638969e+04,2.237457838540490411e+04,2.272189060627949948e+04,2.306422132464824608e+04,2.340150866391043746e+04,2.373370059324627800e+04,2.406075441028280693e+04,2.438263623488278245e+04,2.469932051155160661e+04
2.643000000000000000e+03,2.742999952141293306e+03,2.846982645588061132e+03,2.954948508864102223e+03,3.066885759346106624e+03,3.182770212428004015e+03,3.302565163132906036e+03,3.426221356779243251e+03,3.553677134953443783e+03,3.684858622234908580e+03,3.819680041648778115e+03,3.958044127991676760e+03,4.099842635746073029e+03,4.244956911772695094e+03,4.393258587392137997e+03,4.544610295748793760e+03,4.698866462485559168e+03,4.855874153411607040e+03,5.015473936403966945e+03,5.177500776080213654e+03,5.341784946390696859e+03,5.508152936773100009e+03,5.676428352368160631e+03,5.846432811791738459e+03,6.017986793149146251e+03,6.190910439564234366e+03,6.365024396337034887e+03,6.540150517881907035e+03,6.716112568971280780e+03,6.892736875844702809e+03,7.069852907134197267e+03,7.247293810184452013e+03,7.424896888119626965e+03,7.602504021260658192e+03,7.779962034815146581e+03,7.957123010410799907e+03,8.133844551076355856e+03,8.309989987839193418e+03,8.485428554925170829e+03,8.660035507645527105e+03,8.833692206400455689e+03,9.006286160502961138e+03,9.177711038744195321e+03,9.347866649214207428e+03,9.516658889938082211e+03,9.683999677113351936e+03,9.849806848240459658e+03,1.001400404721196537e+04,1.017652059359812665e+04,1.033729133600513160e+04,1.049625649541984239e+04,1.065336149633182686e+04,1.080855679643007352e+04,1.096179769909745664e+04,1.111304417147099048e+04,1.126226065929488504e+04,1.140941588848899482e+04,1.155448268485003609e+04,1.169743777849997605e+04,1.183826161605164634e+04,1.197693818049187939e+04,1.211345480031894476e+04,1.224780197780613526e+04
2.643000000000000000e+03,2.876134201457534346e+03,3.119895405591281815e+03,3.374368174803154034e+03,3.639605215039380710e+03,3.915626178069232537e+03,4.202416743019639398e+03,4.499927973007977016e+03,4.808076078410387709e+03,5.126742379021878151e+03,5.455773637189242436e+03,5.794982702921937744e+03,6.144149384394369918e+03,6.503021741565571574e+03,6.871317527911500292e+03,7.248725910151504650e+03,7.634909400957206344e+03,8.029505976358784210e+03,8.432131346414917061e+03,8.842381327113920634e+03,9.259834287387060613e+03,9.684053739452283480e+03,1.011459077491505013e+04,1.055098663767938342e+04,1.099277518849838998e+04,1.143948533165449044e+04,1.189064334832478380e+04,1.234577511055316427e+04,1.280440818770370242e+04,1.326607381478926436e+04,1.373030871309963004e+04,1.419665677982872512e+04,1.466467055665255066e+04,1.513391261749058140e+04,1.560395679419444059e+04,1.607438918623909194e+04,1.654480909170750601e+04,1.701482973878446865e+04,1.748407892305453424e+04,1.795219948595415917e+04,1.841884969194327277e+04,1.888370348179434586e+04,1.934645062901089113e+04,1.980679679905695593e+04,2.026446352553229372e+04,2.071918810770421260e+04,2.117072344164837705e+04,2.161883779066144780e+04,2.206331450582005345e+04,2.250395170152879655e+04,2.294056188362692410e+04,2.337297156354905746e+04,2.380102082752711067e+04,2.422456290247200377e+04,2.464346369178828536e+04,2.505760130699000001e+04,2.546686559418489196e+04,2.587115764379169195e+04,2.627038931953282736e+04,2.666448276518796411e+04,2.705336993891663587e+04,2.743699213302736462e+04,2.781529951627820992e+04
2.643000000000000000e+03,2.926203778906634852e+03,3.220162453092599662e+03,3.524872321305275364e+03,3.840296557441587538e+03,4.166364433213829216e+03,4.502970825138899272e+03,4.849975949546348602e+03,5.207205540923962872e+03,5.574451174822579560e+03,5.951470963162826592e+03,6.337990513653134258e+03,6.733704169907855430e+03,7.138276503490188588e+03,7.551344111995446838e+03,7.972517495363601483e+03,8.401383241063213063e+03,8.837506329048501357e+03,9.280432564666312828e+03,9.729691108834853367e+03,1.018479706814365090e+04,1.064525411055622499e+04,1.111055716434543865e+04,1.158019490563317231e+04,1.205365242293141819e+04,1.253041357444742243e+04,1.300996347285731463e+04,1.349179062454293853e+04,1.397538914910755193e+04,1.446026066147084748e+04,1.494591615790625838e+04,1.543187761143162970e+04,1.591767949539773144e+04,1.640287007364496822e+04,1.688701256637265396e+04,1.736968612146646774e+04,1.785048664955939603e+04,1.832902748593017532e+04,1.880493990197009043e+04,1.927787354433192741e+04,1.974749662981001165e+04,2.021349613181013046e+04,2.067557776918274612e+04,2.113346596232522279e+04,2.158690365429959638e+04,2.203565207462034959e+04,2.247949042544418626e+04,2.291821550165840017e+04,2.335164126264155493e+04,2.377959835582206142e+04,2.420193360305744136e+04,2.461850945529530873e+04,2.502920342086236633e+04,2.543390748986883773e+04,2.583252751049946892e+04,2.622498259963615419e+04,2.661120452246500645e+04,2.699113706943301440e+04,2.736473546720434388e+04,2.773196574984088875e+04,2.809280418320642639e+04,2.844723667449286950e+04,2.879525819377779408e+04
2.643000000000000000e+03,2.747171249364973391e+03,2.855240178137937619e+03,2.967231587875417517e+03,3.083160665822103510e+03,3.203032592165080132e+03,3.326842175242103167e+03,3.454573521822823295e+03,3.586199859530533104e+03,3.721683384931573983e+03,3.860975204144033796e+03,4.004015362886251296e+03,4.150732970617591491e+03,4.301046355630027392e+03,4.454863409580696498e+03,4.612081910886737205e+03,4.772589964500647511e+03,4.936266539510202165e+03,5.102982018390150188e+03,5.272598832656746708e+03,5.444972165320440581e+03,5.619950654495659364e+03,5.797377154337673346e+03,5.977089526304020183e+03,6.158921420594846495e+03,6.342703083059596793e+03,6.528262154284651842e+03,6.715424455257536465e+03,6.904014765862110835e+03,7.093857571988046402e+03,7.284777741150352995e+03,7.476601262984221648e+03,7.669155866149482790e+03,7.862271604516590742e+03,8.055781429266101441e+03,8.249521688294147680e+03,8.443332583891016839e+03,8.637058582531897628e+03,8.830548775951305288e+03,9.023657193926224863e+03,9.216243070505541255e+03,9.408171062575509495e+03,9.599311432676076947e+03,9.789540177744980610e+03,9.978739138418366565e+03,1.016679605524928411e+04,1.035360460050485563e+04,1.053906437650140833e+04,1.072308088638206209e+04,1.090556548154795200e+04,1.108643528384113597e+04,1.126561309249529040e+04,1.144302726989048097e+04,1.161861161195122622e+04,1.179230520934174274e+04,1.196405229383418555e+04,1.213380207930409415e+04,1.230150859189671974e+04,1.246713049933245202e+04,1.263063093629368268e+04,1.279197731534469494e+04,1.295114115571312504e+04,1.310809789961572824e+04
2.643000000000000000e+03,2.813627808786477544e+03,2.991221625338216654e+03,3.175744332840733932e+03,3.367134917867310833e+03,3.565308537183102089e+03,3.770156801792137685e+03,3.981548309907197563e+03,4.199329365534425051e+03,4.423324882379916744e+03,4.653339481591944605e+03,4.889158738024400918e+03,5.130550561774761263e+03,5.377266711872425731e+03,5.629044406588012862e+03,5.885607959622037924e+03,6.146670511556208112e+03,6.411935772812133109e+03,6.681099765072143782e+03,6.953852548001570540e+03,7.229879906233305519e+03,7.508864986389366095e+03,7.790489895316717593e+03,8.074437148268155397e+03,8.360391114728530738e+03,8.648039302017310547e+03,8.937073578328518124e+03,9.227191266241272388e+03,9.518096137700254985e+03,9.809499302636773791e+03,1.010111998377366763e+04,1.039268619334108007e+04,1.068393530455412474e+04,1.097461452857695986e+04,1.126448129530361075e+04,1.155330355639102345e+04,1.184085999228911533e+04,1.212694016590612591e+04,1.241134458720893781e+04,1.269388472914431986e+04,1.297438295855479373e+04,1.325267249332568645e+04,1.352859719803220469e+04,1.380201146629995310e+04,1.407277994821350694e+04,1.434077736324694342e+04,1.460588818557926243e+04,1.486800639528390457e+04,1.512703514597255889e+04,1.538288646734824761e+04,1.563548092940693459e+04,1.588474731064689877e+04,1.613062226652627396e+04,1.637304998203785181e+04,1.661198184606805444e+04,1.684737607673168168e+04,1.707919742354745540e+04,1.730741684853161132e+04,1.753201120365806855e+04,1.775296285675788749e+04,1.797025942620557544e+04,1.818389350502279558e+04,1.839386230576956950e+04
2.643000000000000000e+03,2.835528084126158319e+03,3.036102463894905668e+03,3.244711234634449283e+03,3.461316004836181492e+03,3.685851673239935280e+03,3.918226451327303039e+03,4.158322136264428991e+03,4.405994645741821842e+03,4.661074734084429110e+03,4.923368956031165908e+03,5.192660816919340505e+03,5.468712101614431049e+03,5.751264378972852683e+03,6.040040639299435497e+03,6.334747006385979148e+03,6.635074578164973900e+03,6.940701317489751091e+03,7.251293973845695291e+03,7.566510019586718045e+03,7.885999568681314486e+03,8.209407268515722535e+03,8.536374183934356552e+03,8.866539492121943113e+03,9.199542259336963980e+03,9.535022975323210630e+03,9.872625105808183434e+03,1.021199643993594145e+04,1.055279039194169491e+04,1.089466714013003366e+04,1.123729467225867120e+04,1.158034969813450516e+04,1.192351845463168866e+04,1.226649738810275267e+04,1.260899374035366418e+04,1.295072601121280968e+04,1.329142434945711466e+04,1.363083081717282585e+04,1.396869960887197340e+04,1.430479714992710797e+04,1.463890216253767358e+04,1.497080561269577447e+04,1.530031068621762097e+04,1.562723259851349394e+04,1.595139847507067316e+04,1.627264707825741607e+04,1.659082861066869737e+04,1.690580438156200762e+04,1.721744654734700816e+04,1.752563774283949169e+04,1.783027077416984685e+04,1.813124823244226718e+04,1.842848215303719553e+04,1.872189362524862736e+04,1.901141243786061386e+04,1.929697667968418682e+04,1.957853234605158650e+04,1.985603302383759728e+04,2.012943950572666290e+04,2.039871943402316174e+04,2.066384686766314917e+04,2.092480202928958533e+04,2.118157094587414758e+04
