9.981614351272583008e-01,-1.001625880599021912e-01,-1.508766174316406250e+00,7.535048127174377441e-01
9.981614351272583008e-01,-1.001625880599021912e-01,-1.508766174316406250e+00,7.535048127174377441e-01
9.981614351272583008e-01,-1.001625880599021912e-01,-1.508766174316406250e+00,7.535048127174377441e-01
9.981614351272583008e-01,-1.001625880599021912e-01,-1.508766174316406250e+00,7.535048127174377441e-01
1.000214741740247604e+00,-1.001002868452310068e-01,-1.513227423098256086e+00,7.531440126583248684e-01
9.983438435885657602e-01,-9.979611149251826907e-02,-1.509007765062648332e+00,7.541012770597464998e-01
1.001886442574282388e+00,-1.006231753039729393e-01,-1.504552385857873098e+00,7.526297370789508667e-01
9.973163169936731798e-01,-1.003165268341601885e-01,-1.506271753491434495e+00,7.528663909581587710e-01
9.973163169936731798e-01,-1.003165268341601885e-01,-1.506271753491434495e+00,7.528663909581587710e-01
9.973163169936731798e-01,-1.003165268341601885e-01,-1.506271753491434495e+00,7.528663909581587710e-01
9.937666028146714403e-01,-9.948806811160869346e-02,-1.515631687167031227e+00,7.547681686807511392e-01
9.937666028146714403e-01,-9.948806811160869346e-02,-1.515631687167031227e+00,7.547681686807511392e-01
9.995902948461145021e-01,-1.005188568699014046e-01,-1.500766379473257750e+00,7.516530287792997367e-01
1.000830291651775728e+00,-1.004305795540429286e-01,-1.513689966756054162e+00,7.545556931971995063e-01
1.001004221131383209e+00,-1.005492559923333168e-01,-1.505738861855282273e+00,7.530261227775308930e-01
1.001004221131383209e+00,-1.005492559923333168e-01,-1.505738861855282273e+00,7.530261227775308930e-01
1.001004221131383209e+00,-1.005492559923333168e-01,-1.505738861855282273e+00,7.530261227775308930e-01
1.004408082959315385e+00,-1.003849773581783345e-01,-1.509198039916802125e+00,7.535869124244103379e-01
9.952952276416029420e-01,-9.995044128486137158e-02,-1.504821235246110334e+00,7.527213973582475015e-01
1.000474628461937687e+00,-9.972811144556700813e-02,-1.513042146018092504e+00,7.544221896237582881e-01
9.940721029036952983e-01,-1.004498087531629363e-01,-1.505768237049620595e+00,7.528117130939958601e-01
9.940721029036952983e-01,-1.004498087531629363e-01,-1.505768237049620595e+00,7.528117130939958601e-01
1.004049894566079404e+00,-1.007525344960102931e-01,-1.502619901856173446e+00,7.518067408021950060e-01
1.004049894566079404e+00,-1.007525344960102931e-01,-1.502619901856173446e+00,7.518067408021950060e-01
1.004049894566079404e+00,-1.007525344960102931e-01,-1.502619901856173446e+00,7.518067408021950060e-01
9.942639215373914041e-01,-9.973332250138286503e-02,-1.498740689756748790e+00,7.504296176957993003e-01
9.972749390916217926e-01,-1.007492986421379688e-01,-1.517178738205464228e+00,7.563562187036809714e-01
